ID,Expression,Answer
10813,61-234,-173
10814,292-379,-87
10815,904-83,821
10816,261-123,138
10817,385-97,288
10818,654-624,30
10819,829-749,80
10820,540-959,-419
10821,647-277,370
10822,74-992,-918
10823,995-152,843
10824,515-675,-160
10825,632-216,416
10826,11-737,-726
10827,979-429,550
10828,815-367,448
10829,266-936,-670
10830,561-310,251
10831,164-819,-655
10832,585-996,-411
10833,595-21,574
10834,755-938,-183
10835,343-117,226
10836,375-810,-435
10837,379-137,242
10838,647-457,190
10839,767-653,114
10840,551-923,-372
10841,741-493,248
10842,148-320,-172
10843,492-690,-198
10844,67-528,-461
10845,56-445,-389
10846,18-887,-869
10847,117-377,-260
10848,121-69,52
10849,422-919,-497
10850,648-497,151
10851,66-94,-28
10852,846-60,786
10853,780-478,302
10854,296-131,165
10855,660-268,392
10856,964-676,288
10857,460-308,152
10858,994-589,405
10859,56-697,-641
10860,663-382,281
10861,524-400,124
10862,99-56,43
10863,669-304,365
10864,561-901,-340
10865,927-985,-58
10866,885-648,237
10867,808-806,2
10868,60-364,-304
10869,555-163,392
10870,487-419,68
10871,749-48,701
10872,453-476,-23
10873,659-468,191
10874,636-106,530
10875,802-421,381
10876,559-102,457
10877,6-664,-658
10878,482-253,229
10879,709-967,-258
10880,841-125,716
10881,250-591,-341
10882,981-109,872
10883,388-392,-4
10884,10-691,-681
10885,261-532,-271
10886,524-418,106
10887,139-881,-742
10888,963-376,587
10889,38-906,-868
10890,711-523,188
10891,915-215,700
10892,158-428,-270
10893,838-278,560
10894,627-517,110
10895,317-61,256
10896,767-494,273
10897,676-510,166
10898,347-753,-406
10899,785-79,706
10900,776-690,86
10901,947-204,743
10902,705-382,323
10903,381-505,-124
10904,409-601,-192
10905,100-561,-461
10906,772-989,-217
10907,932-124,808
10908,512-239,273
10909,785-916,-131
10910,985-491,494
10911,481-567,-86
10912,583-138,445
10913,384-983,-599
10914,189-686,-497
10915,433-684,-251
10916,867-681,186
10917,112-124,-12
10918,180-687,-507
10919,129-177,-48
10920,383-609,-226
10921,685-334,351
10922,501-137,364
10923,885-49,836
10924,690-789,-99
10925,739-13,726
10926,864-298,566
10927,466-260,206
10928,880-273,607
10929,717-213,504
10930,337-578,-241
10931,17-465,-448
10932,511-56,455
10933,39-572,-533
10934,329-282,47
10935,571-287,284
10936,450-215,235
10937,246-644,-398
10938,312-971,-659
10939,681-415,266
10940,220-656,-436
10941,606-216,390
10942,414-190,224
10943,353-799,-446
10944,369-854,-485
10945,401-634,-233
10946,746-233,513
10947,974-156,818
10948,627-530,97
10949,904-668,236
10950,67-451,-384
10951,868-225,643
10952,471-918,-447
10953,447-372,75
10954,963-726,237
10955,381-5,376
10956,90-388,-298
10957,393-835,-442
10958,232-798,-566
10959,554-684,-130
10960,153-937,-784
10961,706-966,-260
10962,44-78,-34
10963,255-564,-309
10964,182-769,-587
10965,139-22,117
10966,826-277,549
10967,366-324,42
10968,151-821,-670
10969,527-259,268
10970,530-1,529
10971,879-945,-66
10972,41-326,-285
10973,942-95,847
10974,621-781,-160
10975,31-555,-524
10976,535-980,-445
10977,865-350,515
10978,694-412,282
10979,381-425,-44
10980,622-691,-69
10981,207-911,-704
10982,485-292,193
10983,184-57,127
10984,121-464,-343
10985,932-958,-26
10986,324-733,-409
10987,969-460,509
10988,70-471,-401
10989,806-494,312
10990,282-360,-78
10991,562-84,478
10992,110-642,-532
10993,981-476,505
10994,930-694,236
10995,830-286,544
10996,812-808,4
10997,376-939,-563
10998,857-378,479
10999,599-462,137
11000,772-22,750
11001,998-447,551
11002,853-181,672
11003,717-689,28
11004,577-131,446
11005,695-35,660
11006,922-771,151
11007,174-518,-344
11008,148-852,-704
11009,753-226,527
11010,347-89,258
11011,896-795,101
11012,898-365,533
11013,57-870,-813
11014,520-355,165
11015,23-637,-614
11016,291-6,285
11017,383-407,-24
11018,133-347,-214
11019,672-983,-311
11020,553-656,-103
11021,987-425,562
11022,106-741,-635
11023,829-683,146
11024,728-826,-98
11025,768-319,449
11026,921-575,346
11027,586-335,251
11028,956-399,557
11029,495-546,-51
11030,900-293,607
11031,315-17,298
11032,194-948,-754
11033,964-453,511
11034,970-452,518
11035,476-46,430
11036,885-260,625
11037,639-515,124
11038,891-444,447
11039,583-549,34
11040,282-254,28
11041,337-566,-229
11042,918-324,594
11043,143-566,-423
11044,283-50,233
11045,671-207,464
11046,710-424,286
11047,554-655,-101
11048,592-337,255
11049,222-665,-443
11050,245-348,-103
11051,753-898,-145
11052,94-925,-831
11053,229-183,46
11054,205-995,-790
11055,463-706,-243
11056,495-667,-172
11057,588-358,230
11058,430-401,29
11059,721-653,68
11060,25-46,-21
11061,347-713,-366
11062,18-10,8
11063,255-567,-312
11064,210-953,-743
11065,732-237,495
11066,794-780,14
11067,33-741,-708
11068,54-470,-416
11069,346-822,-476
11070,92-33,59
11071,291-419,-128
11072,61-995,-934
11073,117-518,-401
11074,276-420,-144
11075,201-42,159
11076,213-355,-142
11077,563-526,37
11078,809-403,406
11079,104-585,-481
11080,883-296,587
11081,776-241,535
11082,254-155,99
11083,112-677,-565
11084,628-509,119
11085,427-898,-471
11086,593-359,234
11087,986-773,213
11088,874-677,197
11089,175-871,-696
11090,324-635,-311
11091,696-536,160
11092,734-479,255
11093,643-394,249
11094,213-245,-32
11095,366-657,-291
11096,859-946,-87
11097,596-815,-219
11098,593-204,389
11099,35-392,-357
11100,184-997,-813
11101,658-184,474
11102,7-436,-429
11103,513-755,-242
11104,427-957,-530
11105,826-16,810
11106,999-353,646
11107,398-603,-205
11108,592-135,457
11109,452-822,-370
11110,950-107,843
11111,597-540,57
11112,187-400,-213
11113,541-622,-81
11114,720-410,310
11115,806-453,353
11116,130-869,-739
11117,862-200,662
11118,49-425,-376
11119,999-817,182
11120,126-466,-340
11121,798-742,56
11122,326-465,-139
11123,215-999,-784
11124,199-287,-88
11125,977-597,380
11126,561-665,-104
11127,894-380,514
11128,214-310,-96
11129,97-827,-730
11130,30-956,-926
11131,834-627,207
11132,247-948,-701
11133,316-12,304
11134,929-988,-59
11135,373-146,227
11136,955-639,316
11137,741-857,-116
11138,432-61,371
11139,750-979,-229
11140,968-591,377
11141,898-301,597
11142,640-980,-340
11143,288-113,175
11144,49-20,29
11145,882-706,176
11146,41-280,-239
11147,444-168,276
11148,614-86,528
11149,149-943,-794
11150,331-286,45
11151,563-547,16
11152,838-783,55
11153,762-891,-129
11154,136-99,37
11155,733-90,643
11156,778-677,101
11157,965-946,19
11158,206-679,-473
11159,129-661,-532
11160,88-872,-784
11161,780-776,4
11162,201-15,186
11163,937-508,429
11164,850-63,787
11165,355-560,-205
11166,131-585,-454
11167,686-368,318
11168,703-120,583
11169,536-83,453
11170,576-300,276
11171,140-922,-782
11172,743-883,-140
11173,432-70,362
11174,389-138,251
11175,280-381,-101
11176,29-36,-7
11177,614-518,96
11178,484-432,52
11179,257-528,-271
11180,330-540,-210
11181,594-495,99
11182,940-363,577
11183,2-839,-837
11184,879-563,316
11185,9-537,-528
11186,9-682,-673
11187,666-734,-68
11188,427-605,-178
11189,847-694,153
11190,829-736,93
11191,669-416,253
11192,170-748,-578
11193,519-869,-350
11194,899-41,858
11195,645-554,91
11196,358-46,312
11197,800-331,469
11198,45-3,42
11199,70-110,-40
11200,738-536,202
11201,860-650,210
11202,548-576,-28
11203,723-223,500
11204,912-290,622
11205,650-305,345
11206,270-768,-498
11207,855-891,-36
11208,445-284,161
11209,470-371,99
11210,488-56,432
11211,267-606,-339
11212,34-788,-754
11213,400-936,-536
11214,528-360,168
11215,112-784,-672
11216,491-563,-72
11217,104-45,59
11218,860-365,495
11219,701-520,181
11220,529-965,-436
11221,23-626,-603
11222,443-841,-398
11223,837-722,115
11224,431-839,-408
11225,543-83,460
11226,916-534,382
11227,346-200,146
11228,829-699,130
11229,488-938,-450
11230,757-244,513
11231,207-47,160
11232,529-637,-108
11233,499-656,-157
11234,499-160,339
11235,129-396,-267
11236,637-475,162
11237,798-31,767
11238,999-969,30
11239,847-113,734
11240,141-31,110
11241,762-187,575
11242,883-482,401
11243,945-593,352
11244,683-818,-135
11245,661-196,465
11246,470-850,-380
11247,282-715,-433
11248,597-443,154
11249,315-716,-401
11250,171-729,-558
11251,977-976,1
11252,496-896,-400
11253,768-726,42
11254,479-377,102
11255,186-381,-195
11256,551-715,-164
11257,565-786,-221
11258,17-220,-203
11259,849-920,-71
11260,63-141,-78
11261,655-417,238
11262,905-650,255
11263,814-298,516
11264,988-500,488
11265,302-424,-122
11266,830-508,322
11267,952-475,477
11268,547-788,-241
11269,149-612,-463
11270,504-880,-376
11271,418-890,-472
11272,761-804,-43
11273,312-230,82
11274,105-788,-683
11275,912-543,369
11276,941-927,14
11277,112-262,-150
11278,166-699,-533
11279,902-286,616
11280,741-761,-20
11281,778-195,583
11282,416-424,-8
11283,268-478,-210
11284,982-134,848
11285,522-994,-472
11286,507-529,-22
11287,775-96,679
11288,601-56,545
11289,906-745,161
11290,191-342,-151
11291,491-25,466
11292,733-656,77
11293,204-677,-473
11294,178-548,-370
11295,74-403,-329
11296,668-679,-11
11297,43-208,-165
11298,220-799,-579
11299,490-92,398
11300,686-287,399
11301,298-483,-185
11302,570-121,449
11303,820-706,114
11304,173-827,-654
11305,690-890,-200
11306,801-94,707
11307,53-652,-599
11308,687-424,263
11309,118-216,-98
11310,12-917,-905
11311,888-785,103
11312,411-424,-13
11313,993-588,405
11314,941-563,378
11315,615-685,-70
11316,670-847,-177
11317,724-677,47
11318,594-760,-166
11319,153-164,-11
11320,373-439,-66
11321,379-923,-544
11322,544-733,-189
11323,579-464,115
11324,298-636,-338
11325,435-281,154
11326,796-17,779
11327,347-31,316
11328,88-192,-104
11329,498-362,136
11330,139-928,-789
11331,236-891,-655
11332,265-85,180
11333,404-78,326
11334,775-265,510
11335,637-669,-32
11336,988-231,757
11337,864-794,70
11338,196-248,-52
11339,490-220,270
11340,666-112,554
11341,319-705,-386
11342,374-54,320
11343,511-50,461
11344,147-66,81
11345,546-255,291
11346,354-714,-360
11347,16-777,-761
11348,190-137,53
11349,248-844,-596
11350,540-831,-291
11351,240-383,-143
11352,932-237,695
11353,997-487,510
11354,970-252,718
11355,310-323,-13
11356,402-189,213
11357,274-800,-526
11358,184-638,-454
11359,323-141,182
11360,794-587,207
11361,464-394,70
11362,306-948,-642
11363,181-943,-762
11364,892-580,312
11365,615-831,-216
11366,203-271,-68
11367,283-121,162
11368,840-855,-15
11369,619-400,219
11370,473-540,-67
11371,755-744,11
11372,537-954,-417
11373,777-365,412
11374,303-223,80
11375,858-20,838
11376,182-532,-350
11377,101-72,29
11378,720-506,214
11379,865-621,244
11380,900-253,647
11381,186-309,-123
11382,78-812,-734
11383,936-472,464
11384,348-593,-245
11385,922-147,775
11386,405-761,-356
11387,26-731,-705
11388,365-131,234
11389,659-983,-324
11390,70-62,8
11391,224-754,-530
11392,71-204,-133
11393,844-960,-116
11394,252-513,-261
11395,432-570,-138
11396,100-710,-610
11397,694-985,-291
11398,246-139,107
11399,753-850,-97
11400,683-927,-244
11401,897-72,825
11402,295-523,-228
11403,660-595,65
11404,509-677,-168
11405,636-205,431
11406,281-298,-17
11407,188-617,-429
11408,54-250,-196
11409,857-971,-114
11410,718-975,-257
11411,744-701,43
11412,35-337,-302
11413,146-925,-779
11414,324-702,-378
11415,446-795,-349
11416,736-414,322
11417,23-750,-727
11418,170-8,162
11419,66-206,-140
11420,937-325,612
11421,796-910,-114
11422,283-285,-2
11423,10-577,-567
11424,441-698,-257
11425,116-925,-809
11426,881-268,613
11427,471-24,447
11428,187-212,-25
11429,266-405,-139
11430,548-167,381
11431,52-616,-564
11432,566-413,153
11433,544-45,499
11434,252-962,-710
11435,653-906,-253
11436,714-131,583
11437,532-504,28
11438,435-742,-307
11439,95-970,-875
11440,76-303,-227
11441,348-320,28
11442,348-423,-75
11443,183-927,-744
11444,446-476,-30
11445,941-716,225
11446,931-708,223
11447,709-820,-111
11448,200-539,-339
11449,170-1,169
11450,194-34,160
11451,180-555,-375
11452,804-969,-165
11453,289-935,-646
11454,344-898,-554
11455,828-569,259
11456,611-144,467
11457,646-215,431
11458,978-665,313
11459,498-322,176
11460,142-531,-389
11461,923-106,817
11462,692-112,580
11463,503-595,-92
11464,142-33,109
11465,340-461,-121
11466,863-525,338
11467,23-643,-620
11468,162-874,-712
11469,831-259,572
11470,217-494,-277
11471,231-140,91
11472,451-122,329
11473,952-124,828
11474,230-777,-547
11475,651-480,171
11476,393-809,-416
11477,26-661,-635
11478,395-923,-528
11479,210-545,-335
11480,124-41,83
11481,384-118,266
11482,940-325,615
11483,876-317,559
11484,245-415,-170
11485,968-311,657
11486,813-964,-151
11487,41-581,-540
11488,998-443,555
11489,440-395,45
11490,527-482,45
11491,594-879,-285
11492,33-257,-224
11493,714-200,514
11494,563-804,-241
11495,724-456,268
11496,386-271,115
11497,359-812,-453
11498,708-447,261
11499,824-647,177
11500,563-778,-215
11501,291-170,121
11502,824-692,132
11503,62-661,-599
11504,659-965,-306
11505,851-825,26
11506,190-918,-728
11507,248-857,-609
11508,989-262,727
11509,165-940,-775
11510,731-461,270
11511,366-996,-630
11512,986-348,638
11513,320-588,-268
11514,629-514,115
11515,840-711,129
11516,962-784,178
11517,968-934,34
11518,223-276,-53
11519,728-986,-258
11520,286-910,-624
11521,292-522,-230
11522,121-523,-402
11523,112-432,-320
11524,728-20,708
11525,314-933,-619
11526,735-368,367
11527,567-248,319
11528,229-18,211
11529,242-778,-536
11530,885-351,534
11531,287-956,-669
11532,897-94,803
11533,285-753,-468
11534,78-410,-332
11535,940-608,332
11536,648-231,417
11537,468-281,187
11538,413-939,-526
11539,764-603,161
11540,405-675,-270
11541,251-755,-504
11542,748-405,343
11543,538-805,-267
11544,296-300,-4
11545,352-884,-532
11546,911-838,73
11547,52-907,-855
11548,629-921,-292
11549,38-50,-12
11550,309-225,84
11551,646-949,-303
11552,178-946,-768
11553,466-811,-345
11554,90-488,-398
11555,950-364,586
11556,64-822,-758
11557,137-44,93
11558,172-103,69
11559,46-613,-567
11560,272-940,-668
11561,257-666,-409
11562,680-562,118
11563,341-994,-653
11564,866-807,59
11565,405-48,357
11566,137-401,-264
11567,522-834,-312
11568,198-981,-783
11569,33-417,-384
11570,433-419,14
11571,305-164,141
11572,465-12,453
11573,711-387,324
11574,790-899,-109
11575,152-295,-143
11576,135-44,91
11577,110-60,50
11578,198-775,-577
11579,607-182,425
11580,50-617,-567
11581,542-386,156
11582,646-649,-3
11583,382-157,225
11584,640-134,506
11585,167-550,-383
11586,410-802,-392
11587,439-231,208
11588,38-155,-117
11589,539-331,208
11590,818-20,798
11591,868-29,839
11592,393-794,-401
11593,98-898,-800
11594,62-992,-930
11595,634-839,-205
11596,765-113,652
11597,74-709,-635
11598,529-463,66
11599,535-971,-436
11600,10-710,-700
11601,143-654,-511
11602,136-349,-213
11603,165-659,-494
11604,523-122,401
11605,312-745,-433
11606,800-179,621
11607,606-16,590
11608,5-545,-540
11609,251-255,-4
11610,26-885,-859
11611,853-811,42
11612,931-765,166
11613,438-885,-447
11614,556-911,-355
11615,640-812,-172
11616,244-131,113
11617,795-926,-131
11618,478-26,452
11619,304-65,239
11620,176-616,-440
11621,22-155,-133
11622,102-342,-240
11623,347-670,-323
11624,903-2,901
11625,786-432,354
11626,319-500,-181
11627,172-179,-7
11628,128-490,-362
11629,398-362,36
11630,868-847,21
11631,451-590,-139
11632,613-186,427
11633,102-382,-280
11634,139-448,-309
11635,191-617,-426
11636,834-796,38
11637,270-376,-106
11638,316-960,-644
11639,513-255,258
11640,209-237,-28
11641,831-17,814
11642,1-360,-359
11643,414-214,200
11644,936-477,459
11645,10-7,3
11646,316-969,-653
11647,682-903,-221
11648,716-683,33
11649,263-326,-63
11650,403-493,-90
11651,918-320,598
11652,429-270,159
11653,753-273,480
11654,351-130,221
11655,500-751,-251
11656,973-997,-24
11657,750-398,352
11658,408-804,-396
11659,594-910,-316
11660,692-964,-272
11661,295-672,-377
11662,946-657,289
11663,504-442,62
11664,237-162,75
11665,452-753,-301
11666,176-45,131
11667,113-527,-414
11668,356-118,238
11669,259-322,-63
11670,472-178,294
11671,496-545,-49
11672,367-610,-243
11673,464-955,-491
11674,759-86,673
11675,461-367,94
11676,514-112,402
11677,573-967,-394
11678,295-395,-100
11679,936-25,911
11680,995-335,660
11681,627-455,172
11682,901-298,603
11683,333-58,275
11684,149-902,-753
11685,893-847,46
11686,385-287,98
11687,217-78,139
11688,836-472,364
11689,146-405,-259
11690,812-424,388
11691,702-511,191
11692,570-481,89
11693,959-533,426
11694,633-997,-364
11695,663-531,132
11696,296-279,17
11697,784-658,126
11698,9-312,-303
11699,322-34,288
11700,60-83,-23
11701,502-984,-482
11702,845-936,-91
11703,129-55,74
11704,885-675,210
11705,877-239,638
11706,943-263,680
11707,758-930,-172
11708,143-177,-34
11709,270-783,-513
11710,947-260,687
11711,312-251,61
11712,136-301,-165
11713,334-410,-76
11714,672-921,-249
11715,55-613,-558
11716,658-156,502
11717,391-606,-215
11718,777-490,287
11719,227-854,-627
11720,797-993,-196
11721,912-820,92
11722,996-25,971
11723,331-874,-543
11724,479-578,-99
11725,33-619,-586
11726,506-844,-338
11727,679-204,475
11728,978-584,394
11729,521-536,-15
11730,605-826,-221
11731,128-403,-275
11732,990-842,148
11733,286-173,113
11734,903-724,179
11735,734-43,691
11736,38-170,-132
11737,821-844,-23
11738,858-791,67
11739,806-362,444
11740,895-821,74
11741,46-613,-567
11742,844-460,384
11743,940-618,322
11744,36-178,-142
11745,202-212,-10
11746,846-625,221
11747,614-602,12
11748,967-950,17
11749,232-369,-137
11750,545-28,517
11751,188-213,-25
11752,887-233,654
11753,125-345,-220
11754,457-25,432
11755,657-302,355
11756,795-836,-41
11757,589-166,423
11758,79-839,-760
11759,226-938,-712
11760,256-243,13
11761,583-847,-264
11762,782-742,40
11763,261-587,-326
11764,25-824,-799
11765,261-397,-136
11766,707-890,-183
11767,420-245,175
11768,607-161,446
11769,5-10,-5
11770,970-931,39
11771,499-701,-202
11772,832-690,142
11773,322-816,-494
11774,855-292,563
11775,75-796,-721
11776,557-820,-263
11777,658-615,43
11778,72-949,-877
11779,433-640,-207
11780,920-890,30
11781,774-622,152
11782,435-953,-518
11783,475-640,-165
11784,805-984,-179
11785,104-472,-368
11786,128-153,-25
11787,524-835,-311
11788,317-742,-425
11789,706-363,343
11790,891-566,325
11791,973-619,354
11792,863-586,277
11793,412-311,101
11794,229-48,181
11795,479-893,-414
11796,683-381,302
11797,683-506,177
11798,5-523,-518
11799,92-72,20
11800,808-120,688
11801,36-606,-570
11802,419-477,-58
11803,366-142,224
11804,78-11,67
11805,548-299,249
11806,746-86,660
11807,20-324,-304
11808,549-828,-279
11809,199-255,-56
11810,917-257,660
11811,922-567,355
11812,366-754,-388
11813,222-530,-308
11814,88-791,-703
11815,727-746,-19
11816,987-728,259
11817,837-285,552
11818,238-521,-283
11819,806-347,459
11820,537-703,-166
11821,304-59,245
11822,400-302,98
11823,548-30,518
11824,418-778,-360
11825,393-737,-344
11826,843-933,-90
11827,958-83,875
11828,362-350,12
11829,312-497,-185
11830,653-75,578
11831,91-763,-672
11832,407-885,-478
11833,538-937,-399
11834,53-353,-300
11835,501-863,-362
11836,962-331,631
11837,523-333,190
11838,426-915,-489
11839,868-163,705
11840,747-882,-135
11841,881-308,573
11842,507-456,51
11843,778-253,525
11844,563-580,-17
11845,424-894,-470
11846,361-63,298
11847,96-959,-863
11848,828-20,808
11849,201-382,-181
11850,570-276,294
11851,844-268,576
11852,376-922,-546
11853,553-456,97
11854,186-146,40
11855,249-877,-628
11856,468-463,5
11857,346-428,-82
11858,82-6,76
11859,867-397,470
11860,469-655,-186
11861,434-481,-47
11862,684-747,-63
